name,system
Colors of War,PC
PixelJunk Shooter 2,PlayStation Network (PS3)
Toy Pop,PlayStation
Toy Pop,Arcade
Toy Pop,Wii Shop
World Sports Party,Wii
Urban Brawl,PC
Guttang Gottung,MSX
Guttang Gottung,Intellivision
Guttang Gottung,Arcade
Calvin Tucker's Redneck: Farm Animals Racing Tournament,Wii
Calvin Tucker's Redneck: Farm Animals Racing Tournament,Nintendo DS
Just Dance 2,Wii
A World of Keflings,Xbox Live Marketplace
A World of Keflings,PC
A World of Keflings,Windows Phone
A World of Keflings,Wii U
A Topsy Turvy Life: Turvy Drops,DSiWare
Flips: More Bloody Horowitz,DSiWare
Blood Beach,Wii Shop
Blood Beach,iPhone
Sokoman 2,PC
Sokoman,PC
Sokoman 3: Jack's Sokoman,PC
Sokoman 4,PC
Space Duel,Atari 7800
Space Duel,Arcade
Space Duel,Xbox Live Marketplace
Space Duel,PC
Packs Adventure,PC
Bomb Wuzel,PC
Rompers,PlayStation
Rompers,Arcade
Rompers,Wii Shop
Amazing 8bit Ball,Xbox Live Marketplace
Tails' Skypatrol,Game Gear
Red Orchestra: Rising Storm,PC
Xena: Warrior Princess,Game Boy Color
Oolite,Mac
Oolite,PC
Oolite,Linux
Basketball,Intellivision
Basketball,Xbox Live Marketplace
Basketball,PC
Checkers,Intellivision
Necromancer Rising,iPhone
Arc of Doom,PC
Pinball,PlayStation
Pinball,Intellivision
Pinball,Xbox Live Marketplace
Tennis,PlayStation
Tennis,Intellivision
Tennis,Xbox Live Marketplace
Curling 2010,Xbox Live Marketplace
Jikandia: The Timeless Land,PlayStation Portable
Jikandia: The Timeless Land,PlayStation Network (PSP)
Bloodline Champions,PC
Truth or Lies,Xbox 360
Truth or Lies,PlayStation 3
Truth or Lies,Wii
Knights Contract,Xbox 360
Knights Contract,PlayStation 3
Warriors of Elysia,PC
Iridis Alpha,Commodore 64
Packs Land,PC
Bomb Wuzel 2,PC
Boulder Match 2,PC
Boulder Match 3,PC
Boulder Match,PC
Klix,PC
Klix 2,PC
Guardians of Graxia,PC
CT Special Forces 3: Navy Ops,Game Boy Advance
Stronghold 3,PC
Spy's Demise,Apple II
Spy's Demise,Atari 8-bit
Spy's Demise,TI-99/4A
Fairy Tail: Portable Guild,PlayStation Portable
Soul Surfer,Arcade
Bloody Good Time,Xbox Live Marketplace
Bloody Good Time,PC
Disney Princess,Game Boy Advance
Atelier Rorona: Alchemist of Arland,PlayStation 3
Packs World,PC
Barkanoid,Atari 8-bit
Packs World 2,PC
Jack's Crazy Cong,Mac
Jack's Crazy Cong,PC
Voodoo Dice,Xbox Live Marketplace
Voodoo Dice,Wii Shop
Voodoo Dice,PlayStation Network (PS3)
Voodoo Dice,iPhone
Viral Survival,Wii Shop
Advanced Circuits,DSiWare
World Poker Tour Texas Hold 'Em,DSiWare
Real Crimes: Jack the Ripper,PC
Real Crimes: Jack the Ripper,DSiWare
Alleykat,Commodore 64
Packs Revenge,PC
Nightclub Shufflepuck,PC
Metris,PC
Namco Museum Vol. 1,PlayStation
Kamipani!,PC
Fortune Arterial,PC
Truckers Delight Episode 1,iPhone
Scooby-Doo! and the Spooky Swamp,PlayStation 2
Scooby-Doo! and the Spooky Swamp,Wii
Scooby-Doo! and the Spooky Swamp,Nintendo DS
Scooby-Doo! and the Spooky Swamp,PC
Dr. Slump & Arale-Chan,Nintendo DS
Leave Home,Xbox Live Marketplace
Leave Home,PC
Lemure,Mac
Lemure,PC
Bomber Warrior,PC
Sqiek,PC
Miner 2000er,PC
Goal Storm,PlayStation
Fire Emblem: Shin Monshou no Nazo - Hikari to Kage no Eiyuu,Nintendo DS
Delta Force: Xtreme 2,PC
Men in Black II: Crossfire,PC
DJ Max Portable 3,PlayStation Portable
Sonic Colors,Wii
Chocobo Panic,iPhone
Chocobo Panic,iPad
Metris 3,PC
Jack's Crazy Cong 2,PC
Locomotive,PC
Farm Story,iPhone
Farm Story,iPad
Murmeln und mehr ...,Mac
Murmeln und mehr ...,PC
NBA Elite 11,Xbox 360
NBA Elite 11,PlayStation 3
NBA 2K11,PlayStation Portable
NBA 2K11,PlayStation 2
NBA 2K11,Xbox 360
NBA 2K11,PlayStation 3
NBA 2K11,Wii
NBA 2K11,PC
Questprobe Featuring The Hulk,Apple II
Questprobe Featuring The Hulk,Commodore 64
Questprobe Featuring The Hulk,Atari 8-bit
Spacy Shuffle Puck,PC
Packs Magic,PC
Lupos Adventure,PC
Metris 4,Mac
Metris 4,PC
Birdie Shoot 2,Mac
Birdie Shoot 2,PC
MagJongg,PC
Mensch ärgere Dich!,PC
Legio,PC
Family Gameshow,Wii
Kid Adventures: Sky Captain,Wii
The Book of Unwritten Tales,Mac
The Book of Unwritten Tales,PC
The Book of Unwritten Tales,Linux
Epyx Summer Games,Mac
Epyx Summer Games,PC
Epyx Winter Games,Mac
Epyx Winter Games,PC
Dogfighter,PC
Heaven,PC
Pool Island,PC
Fix und Foxi verrücken das Labyrinth,PC
Fix und Foxi Spielzeugfabrik,PC
Mini Golf Pur,PC
Tom Clancy's Splinter Cell: Blacklist,Xbox 360
Tom Clancy's Splinter Cell: Blacklist,PlayStation 3
Tom Clancy's Splinter Cell: Blacklist,PC
Tom Clancy's Splinter Cell: Blacklist,Wii U
Inazuma Eleven Strikers,Wii
John Daly's ProStroke Golf,Xbox 360
John Daly's ProStroke Golf,PlayStation 3
John Daly's ProStroke Golf,PlayStation Network (PS3)
John Daly's ProStroke Golf,PC
Namco Museum Vol. 2,PlayStation
Namco Museum Vol. 3,PlayStation
Namco Museum Vol. 4,PlayStation
Namco Museum Vol. 5,PlayStation
Namco Museum: Battle Collection,PlayStation Portable
Namco Museum DS,Nintendo DS
Zombie Sniper HD,Xbox Live Marketplace
Namco Tennis Smash Court,PlayStation
TD Overdrive: The Brotherhood of Speed,PlayStation 2
TD Overdrive: The Brotherhood of Speed,Xbox
Eliminate Pro,iPhone
StarHawk,Game Boy
Rat on the Run,iPhone
Alien Breed: Impact,PlayStation Network (PS3)
Alien Breed: Impact,PC
CORE,ZX Spectrum
NHL Slapshot,Wii
Manga Mahjongg,Mac
Manga Mahjongg,PC
Art Mahjongg,PC
Art Mahjong 2,PC
The Flying Baron,PC
Chopper Battle,PC
The Colors of the Artifacts,PC
Medarot Kabuto/Kuwagata,Game Boy
Medarot Kabuto/Kuwagata,WonderSwan
Medarot 2 Kabuto/Kuwagata,Game Boy Color
Medarot 3 Kabuto/Kuwagata,Game Boy Color
Medarot 4 Kabuto/Kuwagata,Game Boy Color
Text Zedventure,Xbox Live Marketplace
Text Zedventure,Windows Phone
Medarot 5: Susutake Mura no Tenkousei Kabuto/Kuwagata,Game Boy Color
Crisis Force,Nintendo Entertainment System
Uniwar,iPhone
Uniwar,iPad
Uniwar,Android
Plot's 3,PC
Murmeln und Mehr 2,PC
The Legend of Atlantis,Mac
The Legend of Atlantis,PC
The Legend of Rome,Mac
The Legend of Rome,PC
Snack King,PC
Speed,Wii
Galaxi Barkonid,Atari 8-bit
The Legend of Tolteks,Mac
The Legend of Tolteks,PC
The Legend of Egypt,Mac
The Legend of Egypt,PC
Meerkats,PC
The Legend of China,Mac
The Legend of China,PC
The Legend of Gallia,Mac
The Legend of Gallia,PC
Locomotive 2,PC
Birdie Shoot,Amiga
Birdie Shoot,Mac
Birdie Shoot,PC
Aquanoid 3 - 3D,PC
Virtua Cop 3,Arcade
Puzzler World,Nintendo DS
Puzzler World,PC
Star Wars: Clone Wars Adventures,Mac
Star Wars: Clone Wars Adventures,PC
Dino Dave 2,PC
S.N.A.K.E Time,PC
Die kleine Lokomotive und ihre Freunde,PC
Heyday,PC
Die Pizzeria,PC
Magnussoft's Colossus Chess,PC
Sleepy Head,PC
Tomcat,ZX Spectrum
Stomp,ZX Spectrum
Sundance,Arcade
Rio Blackjack,iPhone
The First Templar,Xbox 360
The First Templar,Xbox Live Marketplace
The First Templar,PC
Dance On Broadway,PlayStation 3
Dance On Broadway,Wii
Medarot G Kabuto/Kuwagata,Game Boy Advance
Mental Repairs Inc
Total War: Shogun 2,PC
The Legend of Mystery - Europe,PC
The Legend of Mystery - High Cultures,PC
Fix und Foxi Adventskalender,PC
Fix und Foxi Familienspiele,PC
Das Rätsel in Ägypten,PC
Blood of the Cybermen,Mac
Blood of the Cybermen,PC
Dr. Slump,PlayStation
Virtual Grand Prix 2,Mac
Virtual Grand Prix 2,PC
Railway Mogul,PC
Rainbow Island - Candyland,PC
Snow Wave,PC
Sorades - Die Befreiung,PC
Company of Heroes Online,PC
Dino Dave,PC
Egyptian Challenge,PC
Gubble Buggy Racer,PC
MaDD Bomber,PC
Psyworld,PC
Battlefleet Commander,PC
Build City,PC
Grinbo,PC
Hopmon,PC
Chris Kamara's Street Soccer,PlayStation
Harry Potter and the Deathly Hallows: Part 1,Xbox 360
Harry Potter and the Deathly Hallows: Part 1,PlayStation 3
Harry Potter and the Deathly Hallows: Part 1,Wii
Harry Potter and the Deathly Hallows: Part 1,Nintendo DS
Harry Potter and the Deathly Hallows: Part 1,Xbox Live Marketplace
Harry Potter and the Deathly Hallows: Part 1,PC
Spike the Hedgehog,PC
Star Wraith 2,PC
Retro City Rampage,Xbox Live Marketplace
Retro City Rampage,Wii Shop
Retro City Rampage,PlayStation Network (PS3)
Retro City Rampage,PC
Retro City Rampage,PlayStation Network (Vita)
Drum Studio,Xbox Live Marketplace
Earth Seeker,Wii
Hard Corps: Uprising,Xbox Live Marketplace
Hard Corps: Uprising,PlayStation Network (PS3)
Absolute Solitaire & Patience,Mac
Absolute Solitaire & Patience,PC
Ancient Taxi,PC
Besiedelte Welten - Das alte Ägypten,Mac
Besiedelte Welten - Das alte Ägypten,PC
Big Kahuna Words,PC
Bomberic 2,PC
Burning Monkey Solitaire,Mac
Burning Monkey Solitaire,PC
Championship Soccer 2004,PC
CompuChess,PC
CompuChess 2004,PC
Crazy Soccer Mundial,PC
Demonlisher,PC
DOVEZ,PC
Fox Jones and the Treasures of el Dorado,PC
Ground Zero,PC
Aero Racer,PlayStation Network (PS3)
Aero Racer,PlayStation Network (PSP)
Medarot Card Robottle Kabuto/Kuwagata,Game Boy Color
The Mummy Online,PC
Men of War: Vietnam,PC
Men of War: Assault Squad,PC
Tekken Card Challenge,WonderSwan
Tekken Card Challenge,Arcade
Skulls of the Shogun,Xbox Live Marketplace
Skulls of the Shogun,PC
Skulls of the Shogun,Windows Phone
Alphabet Blocks,PC
Das Auge des Horus,PC
Die Legende der Wikinger,PC
Jack's Crazy Special,PC
Magicians Lair,PC
Metris 5,PC
Babysitting Mama,Wii
Break it 1,PC
Break It 3,PC
Barkanoid,PC
Barkanoid 3,PC
Cargo! The Quest for Gravity,PC
Mein eigener Hund,PC
Mein eigenes Kätzchen,PC
Mein eigenes Pony,PC
Moteasobaretai,PC
Sefure ☆ Shindroomu,PC
Pranksterz - Wie ärgere ich meinen Chef?,PC
Pranksterz - Wie ärgere ich meinen Nachbarn?,PC
Pharaos Curse Gold,PC
Spooky Spirits,PC
Unga Bunga,PC
Taxi Racer New York 2,PC
Taxi Racer London 2,PC
Swarm Rampage,PC
Krakout unlimited,PC
Onnanoko no Himitsu,PC
Shi Shi Shindoro Mu,PC
X-Girl: Cyber Punk Adventure,PC
X-Girl: Cyber Punk Adventure,NEC PC-9801
Wipeout: The Game,Wii
Wipeout: The Game,Nintendo DS
Dark Fall: Lost Souls,PC
The Tomb - Pinball,PC
Tin Toy,PC
Togo Dave,PC
Mega Pede,PC
The Tale of Imerion,PC
Der alte Piratenschatz,PC
PC Classix,PC
Schatzsuche in Alaska,PC
Dr. Tool® Toy Factory,PC
Mini Golf 2003,PC
Jump Jack 2,PC
Guitar Hero,iPhone
Eversion,PC
Eversion,Linux
Driver: San Francisco,Mac
Driver: San Francisco,Xbox 360
Driver: San Francisco,PlayStation 3
Driver: San Francisco,Wii
Driver: San Francisco,Xbox Live Marketplace
Driver: San Francisco,PlayStation Network (PS3)
Driver: San Francisco,PC
Tweet Defense,iPhone
Majyuuou,Super Nintendo Entertainment System
Marine Philt,FM Towns
Marine Philt,NEC PC-9801
Pipo Saru 2001,PlayStation 2
JoyJoy,Xbox Live Marketplace
WWE SmackDown! vs. RAW 2011,PlayStation Portable
WWE SmackDown! vs. RAW 2011,PlayStation 2
WWE SmackDown! vs. RAW 2011,Xbox 360
WWE SmackDown! vs. RAW 2011,PlayStation 3
WWE SmackDown! vs. RAW 2011,Wii
WWE All Stars,PlayStation Portable
WWE All Stars,PlayStation 2
WWE All Stars,Xbox 360
WWE All Stars,PlayStation 3
WWE All Stars,Wii
WWE All Stars,Nintendo 3DS
Café World,Mac
Café World,PC
Café World,Browser
Hydorah,PC
Kingdom Hearts Re:coded,Nintendo DS
Dive: The Medes Islands Secret,Wii Shop
Virtua Cop: Elite Edition,PlayStation 2
Baseball Superstars 2010,iPhone
Baseball Superstars 2010,iPad
Perpetuum,PC
TerRover,PlayStation Network (PS3)
FIFA 11,PlayStation Portable
FIFA 11,PlayStation 2
FIFA 11,Xbox 360
FIFA 11,PlayStation 3
FIFA 11,Wii
FIFA 11,Nintendo DS
FIFA 11,PC
FIFA 11,iPhone
Room Zoom: Race for Impact,Xbox
MicroVolts,PC
Phantom of the Asteroids,Commodore 64
Gabrielle’s Ghostly Groove,Nintendo 3DS
MotorStorm: Apocalypse,PlayStation 3
MotorStorm: Apocalypse,PlayStation Network (PS3)
Jolly Rover,Mac
Jolly Rover,PC
Soccer Bashi,Wii
Soccer Bashi,PlayStation Network (PS3)
Soccer Bashi,iPhone
Soccer Bashi,PlayStation Network (PSP)
Moon Diver,Xbox Live Marketplace
Moon Diver,PlayStation Network (PS3)
Monster Jam: Path of Destruction,PlayStation Portable
Monster Jam: Path of Destruction,Xbox 360
Monster Jam: Path of Destruction,PlayStation 3
Monster Jam: Path of Destruction,Wii
Trine 2,Mac
Trine 2,Xbox Live Marketplace
Trine 2,PlayStation Network (PS3)
Trine 2,PC
Trine 2,Wii U
Trine 2,Linux
W.L.O. Sekai Renai Kikousen,Xbox 360
DJ Max Portable Hot Tunes,PlayStation Portable
iMobsters,iPhone
Puzzle Dimension,Mac
Puzzle Dimension,PlayStation Network (PS3)
Puzzle Dimension,PC
Puzzle Dimension,iPhone
Puzzle Dimension,iPad
Deceptor,Commodore 64
Kung Fu Live,PlayStation Network (PS3)
Sword of Kadash,Apple II
Sword of Kadash,Atari ST
Sword of Kadash,Commodore 64
Spare Parts,Xbox Live Marketplace
Spare Parts,PlayStation Network (PS3)
NBA Maximum Hangtime,Arcade
Shepherd's Crossing,PlayStation Portable
Shepherd's Crossing,PlayStation 2
Devil's Third,Xbox 360
Devil's Third,PlayStation 3
Devil's Third,PC
Shepherd's Crossing 2,Nintendo DS
World War,iPhone
Kingdoms Live,iPhone
Kingdoms Live,Android
Vampires Live,iPhone
Vampires Live,Android
Racing Live,iPhone
Racing Live,Android
Tales from Space: About a Blob,PlayStation Network (PS3)
Rock of Ages,Xbox Live Marketplace
Rock of Ages,PlayStation Network (PS3)
Rock of Ages,PC
Davidson's Zoo Keeper,PC
Cavelord,Atari 8-bit
Schreckenstein,Atari 8-bit
Buhumi,Atari 8-bit
Buhumi II,Atari 8-bit
Wurps,Atari 8-bit
Eumel,Atari 8-bit
Kräutermännchen,Atari 8-bit
MHS Pack,Atari 8-bit
Crazy Quader,Atari 8-bit
Crazy Quader,PC
Dämonenburg,Amiga
Max im All
Draisine
Deliro
Total Extreme Wrestling 2010,PC
GraviNULL
Need for Speed: Hot Pursuit,Xbox 360
Need for Speed: Hot Pursuit,PlayStation 3
Need for Speed: Hot Pursuit,Wii
Need for Speed: Hot Pursuit,PC
Need for Speed: Hot Pursuit,iPhone
Need for Speed: Hot Pursuit,Android
Need for Speed: Hot Pursuit,Windows Phone
Supremacy MMA,Xbox 360
Supremacy MMA,PlayStation 3
Supremacy MMA,PlayStation Vita
Supremacy MMA,PlayStation Network (Vita)
Boom Chick Chick,Xbox Live Marketplace
Avatar Onslaught,Xbox Live Marketplace
Kinectimals,Xbox 360
Kinectimals,Xbox Live Marketplace
Kinect Sports,Xbox 360
Kinect Sports,Xbox Live Marketplace
Kinect Adventures!,Xbox 360
Kinect Adventures!,Xbox Live Marketplace
Dance Central,Xbox 360
Quad Desert Fury,Game Boy Advance
Kyle Petty's No Fear Racing,Super Nintendo Entertainment System
Gravity Well
Ryse: Son of Rome,Xbox One
Alien Arena,Arcade
Your Shape Fitness Evolved,Xbox 360
Battlestar Galactica Online,PC
Battlestar Galactica Online,Browser
Kinect Star Wars,Xbox 360
Child of Eden,Xbox 360
Child of Eden,PlayStation 3
Sonic Free Riders,Xbox 360
Motion Sports,Xbox 360
Rayman Origins,Xbox 360
Rayman Origins,PlayStation 3
Rayman Origins,Wii
Rayman Origins,Xbox Live Marketplace
Rayman Origins,PlayStation Network (PS3)
Rayman Origins,PC
Rayman Origins,Nintendo 3DS
Rayman Origins,PlayStation Vita
Rayman Origins,PlayStation Network (Vita)
From Dust,Xbox Live Marketplace
From Dust,PlayStation Network (PS3)
From Dust,PC
From Dust,Browser
Innergy,Mac
Innergy,PC
Michael Jackson: The Experience,PlayStation Portable
Michael Jackson: The Experience,Xbox 360
Michael Jackson: The Experience,PlayStation 3
Michael Jackson: The Experience,Wii
Michael Jackson: The Experience,Nintendo DS
Michael Jackson: The Experience,PlayStation Network (PS3)
Michael Jackson: The Experience,PlayStation Network (PSP)
Michael Jackson: The Experience,Nintendo 3DS
Michael Jackson: The Experience,PlayStation Vita
Michael Jackson: The Experience,PlayStation Network (Vita)
Mario Sports Mix,Wii
GoldenEye 007,Wii
GoldenEye 007,Nintendo DS
Kirby's Epic Yarn,Wii
Donkey Kong Country Returns,Wii
Donkey Kong Country Returns,Nintendo 3DS
Donkey Kong Country Returns,Nintendo 3DS eShop
Kid Icarus: Uprising,Nintendo 3DS
Saints Row: Drive-By,Xbox Live Marketplace
Saints Row: Drive-By,PlayStation Network (PS3)
Saints Row: Drive-By,Nintendo 3DS
Nintendogs + Cats,Nintendo 3DS
Resident Evil: Revelations,Xbox 360
Resident Evil: Revelations,PlayStation 3
Resident Evil: Revelations,Xbox Live Marketplace
Resident Evil: Revelations,PlayStation Network (PS3)
Resident Evil: Revelations,PC
Resident Evil: Revelations,Nintendo 3DS
Resident Evil: Revelations,Nintendo 3DS eShop
Resident Evil: Revelations,Wii U
Metal Gear Solid: Snake Eater 3D,Nintendo 3DS
Assassin's Creed: Lost Legacy (canceled),Nintendo 3DS
Kingdom Hearts 3D: Dream Drop Distance,Nintendo 3DS
Ridge Racer 3D,Nintendo 3DS
Mario vs. Donkey Kong: Mini-Land Mayhem,Nintendo DS
Zumba Fitness,Xbox 360
Zumba Fitness,PlayStation 3
Zumba Fitness,Wii
Raving Rabbids Travel In Time,Wii
Raving Rabbids Travel In Time,Nintendo 3DS
World of Mixed Martial Arts,PC
Bowl Bound College Football,PC
Mario Kart 7,Nintendo 3DS
Mario Kart 7,Nintendo 3DS eShop
Pilotwings Resort,Nintendo 3DS
Pilotwings Resort,Nintendo 3DS eShop
Sorcery,PlayStation 3
Sorcery,PlayStation Network (PS3)
PlayStation Move Heroes,PlayStation 3
Patapon 3,PlayStation Portable
Patapon 3,PlayStation Network (PSP)
Animal Crossing: New Leaf,Nintendo 3DS
Animal Crossing: New Leaf,Nintendo 3DS eShop
Echochrome II,PlayStation Network (PS3)
Twisted Metal,PlayStation 3
Twisted Metal,PlayStation Network (PS3)
Paper Mario: Sticker Star,Nintendo 3DS
Paper Mario: Sticker Star,Nintendo 3DS eShop
Star Fox 64 3D,Nintendo 3DS
Star Fox 64 3D,Nintendo 3DS eShop
Pro Zombie Soccer,iPhone
Blaze Union: Story to Reach the Future,PlayStation Portable
Blaze Union: Story to Reach the Future,PlayStation Network (PSP)
New Carnival Games,Wii
New Carnival Games,Nintendo DS
Terracon,PlayStation
Dead or Alive: Dimensions,Nintendo 3DS
Samurai Warriors Chronicles,Nintendo 3DS
DJ Hero 3D,Nintendo 3DS
Hollywood 61,Nintendo 3DS
Combat of Giants: Dinosaurs 3D,Wii
Combat of Giants: Dinosaurs 3D,Nintendo 3DS
Chocobo Racing 3D,Nintendo 3DS
Steel Diver,Nintendo 3DS
Tom Clancy's Ghost Recon: Shadow Wars,Nintendo 3DS
Tom Clancy's Ghost Recon: Shadow Wars,Nintendo 3DS eShop
Journey,PlayStation 3
Journey,PlayStation Network (PS3)
Cubic Ninja,Nintendo 3DS
Cubic Ninja,Nintendo 3DS eShop
ShootMania Storm,PC
QuestMania,PC
The Legend of Zelda: Ocarina of Time 3D,Nintendo 3DS
The Legend of Zelda: Ocarina of Time 3D,Nintendo 3DS eShop
Mindjack,Xbox 360
Mindjack,PlayStation 3
Active Life Explorer,Wii
Adrenalin Misfits,Xbox 360
Adrenalin Misfits,Xbox Live Marketplace
Cash Guns Chaos DLX,PlayStation Network (PS3)
Driver: Renegade,Nintendo 3DS
Beat Sketcher,PlayStation Network (PS3)
Tumble,PlayStation 3
Tumble,PlayStation Network (PS3)
SingStar Dance,PlayStation 3
The Sly Collection,PlayStation 3
The Sly Collection,PlayStation Network (PS3)
Nitto 1320 Legends,PC
Car Town,Xbox Live Marketplace
Car Town,PC
Night Slave,NEC PC-9801
BloodRayne: The Shroud,Nintendo 3DS
Liberator,Arcade
Liberator,Xbox Live Marketplace
Liberator,PC
Time Crisis: Razing Storm,PlayStation 3
Time Crisis: Razing Storm,Arcade
Grapple Buggy,Xbox Live Marketplace
Hot Shots Tennis: Get a Grip,PlayStation Portable
Lovely Lisa 3D (Working Title),Nintendo 3DS
Swarm,Xbox Live Marketplace
Swarm,PlayStation Network (PS3)
Swarm,PC
Tarzan: Lord of The Jungle,Game Boy
Otomedius Excellent,Xbox 360
Otomedius Excellent,Xbox Live Marketplace
DanceMasters,Xbox 360
Deca Sports Freedom,Xbox 360
NeverDead,Xbox 360
NeverDead,PlayStation 3
NeverDead,Xbox Live Marketplace
EyePet PSP,PlayStation Portable
Pix'n Love Rush,PlayStation Network (PS3)
Pix'n Love Rush,iPhone
Pix'n Love Rush,PlayStation Network (PSP)
Pix'n Love Rush,iPad
World of Mixed Martial Arts 2,PC
Fast Break College Basketball,PC
Shin Megami Tensei IV,Nintendo 3DS
Shin Megami Tensei IV,Nintendo 3DS eShop
Shin Megami Tensei: Devil Survivor Overclocked,Nintendo 3DS
Flips: Silent But Deadly,DSiWare
Goal To Go,Arcade
Plushed,iPhone
Beyblade: Metal Fusion,Wii
Beyblade: Metal Fusion,Nintendo DS
Laser Grand Prix,Arcade
You Don't Know Jack,Xbox 360
You Don't Know Jack,PlayStation 3
You Don't Know Jack,Wii
You Don't Know Jack,Nintendo DS
You Don't Know Jack,PC
You Don't Know Jack,iPhone
You Don't Know Jack,iPad
Galaxy Ranger,Arcade
Streetwars: Constructor Underworld,PC
Astron Belt,Arcade
Majesty 2: Pocket Kingdom,DSiWare
Hurdle Turtle,Xbox Live Marketplace
Video Hustler,Arcade
Video Hustler,Xbox Live Marketplace
Video Hustler,PC
League Bowling,Neo Geo
League Bowling,Neo Geo CD
League Bowling,Arcade
League Bowling,PlayStation Network (PS3)
League Bowling,PlayStation Network (PSP)
Pandemic II,Browser
Monster Hunter Diary: Poka Poka Airu Village,PlayStation Portable
Jesus in Space,Mac
Jesus in Space,PC
Cosmic Break,PC
5 in 1 Solitaire,Wii Shop
5 in 1 Solitaire,PlayStation Network (PS3)
5 in 1 Solitaire,DSiWare
5 in 1 Solitaire,PlayStation Network (PSP)
Atelier Totori: The Adventurer of Arland,PlayStation 3
Atelier Totori: The Adventurer of Arland,PlayStation Vita
Atelier Totori: The Adventurer of Arland,PlayStation Network (Vita)
Yoostar 2: In The Movies,Xbox 360
Yoostar 2: In The Movies,PlayStation 3
Konung III: Ties of the Dynasty,PC
Mathe Pfiffikus,PC
110 Clevere Spiele Vol.1,PC
110 Clevere Spiele Vol.2,PC
25 Pferdespiele,PC
Casual Games Collection,PC
Game classix,PC
Knobel Spass,PC
Mahjongg Compilation,PC
Match 3 Games,PC
Premium Brettspiele,PC
Puzzle Games,PC
Rätsel & Denkspiele,PC
Adventskalender 2006,PC
Dr.Brain Nonogram PC,PC
Dr.Tool Lern Coach für Kinder,PC
Dr.Tool Logik Trainer,PC
Mahjongg PC,PC
Puzzle & Logikspiele,PC
Rätsel & Denkspiele Extra,PC
Marvel Super Hero Squad Online,Mac
Marvel Super Hero Squad Online,PC
Marvel Super Hero Squad Online,Browser
30 Pferdespiele,PC
100 Familien Spiele,PC
Der Spiel Tipp,PC
Mahjongg Sammlung,PC
Metris & Co,PC
450 XP Games,PC
Spiele Box für XP und Vista,PC
Strategie Spiele,PC
XP und Vista Spiele für Alle,PC
Zockbox,PC
Carmageddon 64,Nintendo 64
Mahjongg MAC,Mac
Solitaire MAC,Mac
Legendary Wars: T-Rex Rumble,DSiWare
Das neue Dr. Brain Gehirn Jogging,Mac
Das neue Dr. Brain Gehirn Jogging,PC
Das neue Dr. Brain Gehirn Jogging Deluxe Version,PC
Das neue Dr. Brain Gehirn Jogging Vol.2,Mac
Das neue Dr. Brain Gehirn Jogging Vol.2,PC
Dr.Brain Gehirn Jogging Frühjahrsedition,PC
Dr.Tool Gehirn Sport,Mac
Dr.Tool Gehirn Sport,PC
Dr.Tool Augen Training,Mac
Dr.Tool Augen Training,PC
Dr.Tool Augen Training 2,Mac
Dr.Tool Augen Training 2,PC
Dr.Tool Mathe Trainer und Nonogram,PC
Dr.Tool Mathe Trainer,Mac
Dr.Tool Mathe Trainer,PC
Kreatives Gehirntraining,PC
Grundschule Mathematik,PC
Grundschule Deutsch,PC
Grundschule Sachkunde,PC
Mathe Pfiffikus 2009,PC
Deutsch Pfiffikus 2009,PC
Sachkunde Pfiffikus 2009,PC
Mathe für Zwerge 1,PC
Mathe für Zwerge 2,PC
Deutsch für Zwerge 1,PC
Deutsch für Zwerge 2,PC
Gungriffon II,Saturn
Pac-Man Party,Wii
Pac-Man Party,Nintendo 3DS
Pac-Man Party,Windows Phone
Spin Six,DSiWare
Prop Cycle,Arcade
Eat Them!,PlayStation Network (PS3)
Ace of Aces,PC
Dragon Scape,Amiga
Dragon Scape,Atari ST
Digital Combat Simulator: A-10C Warthog,PC
Charm Girls Club: My Charmed Life,iPhone
Tron Evolution: Battle Grids,Wii
Bakumatsu Revolution,PlayStation Network (PSP)
Legend Of The Dragon,PlayStation Portable
Legend Of The Dragon,PlayStation 2
Legend Of The Dragon,Wii
Record of Agarest War 2,PlayStation 3
Record of Agarest War 2,PlayStation Network (PS3)
Super Match Soccer,PlayStation
Super Match Soccer,PC
Knockout Party,Wii
Don't Be Nervous Talking to Girls,Xbox Live Marketplace
A Killer's Dream,Xbox Live Marketplace
Avatar Drop,Xbox Live Marketplace
Duel: The Art of Combat,Xbox Live Marketplace
Hydro Electric Worker,Xbox Live Marketplace
myChristmas,Xbox Live Marketplace
Its Say on Set,Xbox Live Marketplace
Half-Life Deathmatch: Source,PC
101-in-1 Sports Megamix,Nintendo DS
Olu,Xbox Live Marketplace
EyeToy Play: PomPom Party,PlayStation 2
Jim Lee's WildC.A.T.S: Covert Action Teams,Super Nintendo Entertainment System
Zupapa,Neo Geo
Zupapa,Arcade
Tecmo Stackers,PlayStation
EyeToy: Monkey Mania,PlayStation 2
Check vs. Mate,Xbox 360
Check vs. Mate,PlayStation 3
Check vs. Mate,PC
SASUKE Library 23rd,iPhone
Pang: Magical Michael,Nintendo DS
Black Widow,Arcade
Black Widow,Xbox Live Marketplace
Black Widow,PC
Scooter Shooter,Arcade
Scooter Shooter,Xbox Live Marketplace
Scooter Shooter,PC
EyeToy Play Sports,PlayStation 2
College Football USA 96,Genesis
College Football USA 97,Genesis
College Football USA 97,Super Nintendo Entertainment System
